user_id,first_name,last_name,email,age,registration_date,phone,full_name,age_category,ingested_at
5b8d12f4-4f46-4c5e-a514-8f631b42bc78,Helmi,Ahola,helmi.ahola@example.com,53,2005-03-16 19:45:16.030,09-247-811,Helmi Ahola,Senior,2026-05-13 09:09:20.852755
f67b3fbd-2c44-4b21-b5ba-7d131606d5b0,Ronnie,Martinez,ronnie.martinez@example.com,59,2009-10-21 00:09:56.664,013873 01973,Ronnie Martinez,Senior,2026-05-13 09:09:20.852755
52b4139c-a49d-473f-8429-4e626c8c5238,Belén,Lozano,belen.lozano@example.com,65,2014-05-29 01:06:27.394,949-685-049,Belén Lozano,Senior,2026-05-13 09:09:20.852755
dd8575fc-7f3f-4a63-9acb-f2c5a4f4409b,Soledad,Navarro,soledad.navarro@example.com,65,2021-10-08 08:39:21.567,931-956-300,Soledad Navarro,Senior,2026-05-13 09:09:20.852755
11ea5db3-62ef-4125-8e76-2a833d88fff5,Isla,Perko,isla.perko@example.com,31,2016-08-19 08:44:15.357,08-679-978,Isla Perko,Adult,2026-05-13 09:09:20.852755
d577b6c2-a7a3-4189-b3a6-47cb27fee532,Sylvain,Bourgeois,sylvain.bourgeois@example.com,44,2019-05-22 04:12:21.134,078 530 93 97,Sylvain Bourgeois,Adult,2026-05-13 09:09:20.852755
fcb1455f-4ed4-4479-850e-0012dc25df79,Morris,Ryan,morris.ryan@example.com,63,2014-02-26 02:28:05.521,015394 79226,Morris Ryan,Senior,2026-05-13 09:09:20.852755
51533afa-dd68-4a8a-906d-d0e884262898,Nancy,Rocha,nancy.rocha@example.com,76,2003-11-04 15:10:00.795,(681) 043 3397,Nancy Rocha,Senior,2026-05-13 09:09:20.852755
8827d220-93ef-4cdf-bbb7-7d01f53d1c5d,Nina,Nguyen,nina.nguyen@example.com,47,2005-12-23 19:31:32.569,04-97-48-11-84,Nina Nguyen,Adult,2026-05-13 09:09:20.852755
9b981bbd-234a-4ec1-9639-3b6cd41819fa,Laila,Willassen,laila.willassen@example.com,46,2019-12-04 02:52:29.713,70579294,Laila Willassen,Adult,2026-05-13 09:09:20.852755
